SampleID,PlayerStd,SeasonEndYear,TeamAtSeasonStart,InitMarketValue,FinalMarketValue,AgeAtSeasonStart,InjuryDays,GamesMissed,InjuryCount,TeamStartElo,SeqLen,MinutesTotal,League,Split
Marc Cardona_2021,Marc Cardona,2021,Osasuna,1200000.0,600000.0,25.0,79,13,2,1697.59,3,53,La Liga,train
Marc Cardona_2024,Marc Cardona,2024,Las Palmas,1400000.0,1400000.0,28.0,0,0,0,1576.27,26,737,La Liga,val
Marc Cardona_2025,Marc Cardona,2025,Las Palmas,1200000.0,800000.0,29.0,0,0,0,1588.57,11,132,La Liga,test
Marc Casado_2024,Marc Casado,2024,Barcelona,600000.0,2500000.0,20.0,0,0,0,1871.15,2,15,La Liga,val
Marc Casado_2025,Marc Casado,2025,Barcelona,15000000.0,30000000.0,21.0,56,14,1,1882.09,23,1611,La Liga,test
Marc Cucurella_2021,Marc Cucurella,2021,Getafe,20000000.0,20000000.0,22.0,0,0,0,1737.7,37,3244,La Liga,train
Marc Cucurella_2022,Marc Cucurella,2022,Getafe,20000000.0,28000000.0,23.0,0,0,0,1669.05,68,5864,La Liga,train
Marc Cucurella_2023,Marc Cucurella,2023,Chelsea,55000000.0,35000000.0,24.0,39,7,1,1899.04,23,1653,Premier League,train
Marc Cucurella_2024,Marc Cucurella,2024,Chelsea,28000000.0,25000000.0,25.0,78,17,1,1756.81,19,1602,Premier League,val
Marc Cucurella_2025,Marc Cucurella,2025,Chelsea,30000000.0,35000000.0,25.0,0,0,0,1810.12,34,2885,Premier League,test
Marc Domenech_2025,Marc Domenech,2025,Mallorca,500000.0,1000000.0,17.0,0,0,0,1642.41,10,303,La Liga,test
Marc Guiu_2024,Marc Guiu,2024,Barcelona,2500000.0,7500000.0,17.0,9,1,2,1895.62,3,74,La Liga,val
Marc Guiu_2025,Marc Guiu,2025,Chelsea,8000000.0,8000000.0,18.0,99,20,1,1810.12,3,73,Premier League,test
Marc Guehi_2022,Marc Guehi,2022,Crystal Palace,20000000.0,32000000.0,21.0,0,0,0,1693.31,34,3042,Premier League,train
Marc Guehi_2023,Marc Guehi,2023,Crystal Palace,35000000.0,35000000.0,22.0,0,0,0,1753.9,35,3149,Premier League,train
Marc Guehi_2024,Marc Guehi,2024,Crystal Palace,38000000.0,38000000.0,23.0,89,13,1,1757.41,23,1841,Premier League,val
Marc Guehi_2025,Marc Guehi,2025,Crystal Palace,45000000.0,45000000.0,24.0,0,0,0,1759.71,32,2879,Premier League,test
Marc Pubill_2022,Marc Pubill,2022,Levante,25000.0,800000.0,18.0,0,0,0,1594.28,11,512,La Liga,train
Marc Pubill_2024,Marc Pubill,2024,Almería,2500000.0,4000000.0,20.0,121,22,2,1619.36,23,1883,La Liga,val
Marc Roca_2021,Marc Roca,2021,Bayern Munich,16000000.0,10000000.0,23.0,26,6,2,2051.12,5,176,Bundesliga,train
Marc Roca_2022,Marc Roca,2022,Bayern Munich,8000000.0,7000000.0,24.0,46,5,1,2015.32,8,297,Bundesliga,train
Marc Roca_2023,Marc Roca,2023,Leeds United,12000000.0,10000000.0,25.0,0,0,0,1703.28,31,2270,Premier League,train
Marc Roca_2024,Marc Roca,2024,Betis,10000000.0,9000000.0,27.0,0,0,0,1739.29,26,1980,La Liga,val
Marc Roca_2025,Marc Roca,2025,Betis,8000000.0,6000000.0,28.0,292,45,2,1709.26,14,906,La Liga,test
Marc Oliver Kempf_2021,Marc Oliver Kempf,2021,Stuttgart,6000000.0,8000000.0,26.0,79,3,2,1571.67,28,2436,Bundesliga,train
Marc Oliver Kempf_2022,Marc Oliver Kempf,2022,Stuttgart,7000000.0,4500000.0,26.0,40,4,2,1644.2,46,3602,Bundesliga,train
Marc Oliver Kempf_2023,Marc Oliver Kempf,2023,Hertha BSC,4500000.0,3500000.0,27.0,11,1,2,1598.68,29,2529,Bundesliga,train
Marc Oliver Kempf_2025,Marc Oliver Kempf,2025,Como,2000000.0,3000000.0,29.0,23,4,2,1542.04,31,2615,Serie A,test
Marcel Halstenberg_2021,Marcel Halstenberg,2021,RB Leipzig,20000000.0,14000000.0,28.0,44,11,3,1849.34,20,1361,Bundesliga,train
Marcel Halstenberg_2022,Marcel Halstenberg,2022,RB Leipzig,10000000.0,5000000.0,30.0,197,32,1,1810.94,7,417,Bundesliga,train
Marcel Halstenberg_2023,Marcel Halstenberg,2023,RB Leipzig,4000000.0,3500000.0,31.0,27,5,3,1811.47,29,1482,Bundesliga,train
Marcel Sabitzer_2021,Marcel Sabitzer,2021,RB Leipzig,35000000.0,42000000.0,26.0,31,7,2,1855.87,24,1870,Bundesliga,train
Marcel Sabitzer_2022,Marcel Sabitzer,2022,RB Leipzig,32000000.0,15000000.0,27.0,32,7,2,1817.06,50,1640,Bundesliga,train
Marcel Sabitzer_2023,Marcel Sabitzer,2023,Bayern Munich,20000000.0,20000000.0,28.0,50,8,3,1957.97,50,2330,Bundesliga,train
Marcel Sabitzer_2024,Marcel Sabitzer,2024,Dortmund,20000000.0,20000000.0,29.0,30,6,3,1840.54,23,1781,Bundesliga,val
Marcel Sabitzer_2025,Marcel Sabitzer,2025,Dortmund,15000000.0,8000000.0,30.0,52,11,3,1869.19,24,1436,Bundesliga,test
Marcel Wenig_2023,Marcel Wenig,2023,Eint Frankfurt,300000.0,800000.0,18.0,78,6,2,1724.22,1,4,Bundesliga,train
Marcelo Brozovic_2021,Marcelo Brozovic,2021,Inter,50000000.0,40000000.0,27.0,18,5,1,1841.54,33,2581,Serie A,train
Marcelo Brozovic_2022,Marcelo Brozovic,2022,Inter,40000000.0,40000000.0,29.0,23,4,1,1898.13,35,2937,Serie A,train
Marcelo Brozovic_2023,Marcelo Brozovic,2023,Inter,35000000.0,25000000.0,29.0,84,17,4,1863.92,28,1770,Serie A,train
Marcelo Saracchi_2022,Marcelo Saracchi,2022,Levante,4500000.0,2500000.0,23.0,237,28,2,1608.91,4,186,La Liga,train
Marcin Kaminski_2021,Marcin Kaminski,2021,Stuttgart,1200000.0,800000.0,29.0,25,3,1,1571.67,3,150,Bundesliga,train
Marcin Kaminski_2023,Marcin Kaminski,2023,Schalke 04,1000000.0,700000.0,30.0,162,17,4,1582.28,7,542,Bundesliga,train
Marcin Listkowski_2023,Marcin Listkowski,2023,Lecce,400000.0,300000.0,24.0,14,2,1,1526.75,5,77,Serie A,train
Marcin Listkowski_2024,Marcin Listkowski,2024,Lecce,300000.0,200000.0,25.0,0,0,0,1606.09,1,8,Serie A,val
Marco Asensio_2021,Marco Asensio,2021,Real Madrid,40000000.0,35000000.0,24.0,38,7,2,1919.93,35,1869,La Liga,train
Marco Asensio_2022,Marco Asensio,2022,Real Madrid,40000000.0,40000000.0,25.0,51,9,4,1938.08,31,1731,La Liga,train
Marco Asensio_2023,Marco Asensio,2023,Real Madrid,35000000.0,25000000.0,26.0,0,0,0,1985.08,31,1442,La Liga,train
Marco Asensio_2024,Marco Asensio,2024,Paris S-G,20000000.0,20000000.0,27.0,104,17,2,1810.81,19,1113,Ligue 1,val
Marco Asensio_2025,Marco Asensio,2025,Paris S-G,20000000.0,20000000.0,28.0,0,0,0,1880.66,48,2580,Ligue 1,test
Marco Benassi_2022,Marco Benassi,2022,Fiorentina,3500000.0,2400000.0,27.0,19,5,3,1628.54,36,1080,Serie A,train
Marco Benassi_2023,Marco Benassi,2023,Fiorentina,1500000.0,1500000.0,28.0,29,5,3,1654.36,34,2182,Serie A,train
Marco Bertini_2021,Marco Bertini,2021,Lazio,100000.0,100000.0,18.0,0,0,0,1759.85,1,5,Serie A,train
Marco Bertini_2023,Marco Bertini,2023,Lazio,100000.0,100000.0,20.0,39,10,1,1775.42,1,1,Serie A,train
Marco Brescianini_2024,Marco Brescianini,2024,Frosinone,1500000.0,3500000.0,23.0,5,1,1,1592.14,36,2321,Serie A,val
Marco Brescianini_2025,Marco Brescianini,2025,Atalanta,8000000.0,8000000.0,24.0,34,6,1,1884.47,29,991,Serie A,test
Marco Dalessandro_2023,Marco Dalessandro,2023,Monza,900000.0,700000.0,31.0,41,6,1,1522.77,8,290,Serie A,train
Marco Friedl_2021,Marco Friedl,2021,Werder Bremen,5500000.0,7500000.0,22.0,33,4,2,1638.29,28,2425,Bundesliga,train
Marco Friedl_2023,Marco Friedl,2023,Werder Bremen,6500000.0,7000000.0,24.0,18,3,2,1596.97,28,2414,Bundesliga,train
Marco Friedl_2024,Marco Friedl,2024,Werder Bremen,5500000.0,7500000.0,25.0,72,9,4,1602.03,24,2107,Bundesliga,val
Marco Friedl_2025,Marco Friedl,2025,Werder Bremen,10000000.0,12000000.0,26.0,41,7,2,1666.81,24,1981,Bundesliga,test
Marco Grull_2025,Marco Grull,2025,Werder Bremen,4000000.0,4000000.0,26.0,22,4,2,1666.81,28,1110,Bundesliga,test
Marco John_2021,Marco John,2021,Hoffenheim,25000.0,4000000.0,18.0,0,0,0,1761.14,11,788,Bundesliga,train
Marco John_2022,Marco John,2022,Hoffenheim,4000000.0,2500000.0,19.0,236,27,4,1691.55,2,42,Bundesliga,train
Marco Komenda_2025,Marco Komenda,2025,Holstein Kiel,800000.0,800000.0,28.0,85,7,3,1573.52,18,1240,Bundesliga,test
Marco Mancosu_2024,Marco Mancosu,2024,Cagliari,500000.0,400000.0,35.0,200,26,4,1554.4,6,156,Serie A,val
Marco Meyerhofer_2022,Marco Meyerhofer,2022,Greuther Fürth,2500000.0,2000000.0,25.0,0,0,0,1555.51,22,1920,Bundesliga,train
Marco Modolo_2022,Marco Modolo,2022,Venezia,500000.0,400000.0,32.0,64,7,4,1476.79,6,392,Serie A,train
Marco Palestra_2025,Marco Palestra,2025,Atalanta,3000000.0,3500000.0,19.0,49,7,1,1884.47,9,222,Serie A,test
Marco Parolo_2021,Marco Parolo,2021,Lazio,1600000.0,1000000.0,35.0,18,3,1,1729.01,18,653,Serie A,train
Marco Pellegrino_2024,Marco Pellegrino,2024,Milan,400000.0,3500000.0,20.0,77,19,1,1863.66,22,1226,Serie A,val
Marco Reus_2021,Marco Reus,2021,Dortmund,25000000.0,13000000.0,31.0,0,0,0,1840.03,29,2036,Bundesliga,train
Marco Reus_2022,Marco Reus,2022,Dortmund,13000000.0,11000000.0,32.0,76,8,6,1843.86,27,2323,Bundesliga,train
Marco Reus_2023,Marco Reus,2023,Dortmund,9000000.0,7000000.0,33.0,116,14,5,1799.7,24,1282,Bundesliga,train
Marco Reus_2024,Marco Reus,2024,Dortmund,7000000.0,5000000.0,34.0,10,2,1,1831.42,24,1507,Bundesliga,val
Marco Richter_2021,Marco Richter,2021,Augsburg,6000000.0,5000000.0,23.0,15,2,1,1642.75,25,1202,Bundesliga,train
Marco Richter_2022,Marco Richter,2022,Hertha BSC,7000000.0,6000000.0,24.0,16,1,2,1637.68,26,1442,Bundesliga,train
Marco Richter_2023,Marco Richter,2023,Hertha BSC,6000000.0,5000000.0,24.0,48,4,3,1595.72,27,1663,Bundesliga,train
Marco Richter_2024,Marco Richter,2024,Mainz 05,3500000.0,2000000.0,25.0,0,0,0,1682.04,19,702,Bundesliga,val
Marco Sala_2025,Marco Sala,2025,Como,1000000.0,900000.0,25.0,58,8,3,1545.97,20,666,Serie A,test
Marco Sau_2021,Marco Sau,2021,Benevento,400000.0,500000.0,32.0,44,8,2,1548.81,24,785,Serie A,train
Marco Verratti_2021,Marco Verratti,2021,Paris S-G,60000000.0,55000000.0,27.0,77,19,6,1926.95,19,1378,Ligue 1,train
Marco Verratti_2022,Marco Verratti,2022,Paris S-G,55000000.0,50000000.0,29.0,88,16,4,1884.06,24,1937,Ligue 1,train
Marco Verratti_2023,Marco Verratti,2023,Paris S-G,50000000.0,40000000.0,29.0,46,9,4,1859.43,29,2194,Ligue 1,train
Marcos Alonso_2021,Marcos Alonso,2021,Chelsea,18000000.0,12000000.0,29.0,0,0,0,1818.56,12,870,Premier League,train
Marcos Alonso_2022,Marcos Alonso,2022,Chelsea,15000000.0,12000000.0,30.0,12,3,1,1923.2,28,2167,Premier League,train
Marcos Alonso_2023,Marcos Alonso,2023,Barcelona,9000000.0,5000000.0,31.0,0,0,0,1885.56,24,1172,La Liga,train
Marcos Alonso_2024,Marcos Alonso,2024,Barcelona,3000000.0,2000000.0,32.0,114,23,2,1858.43,5,252,La Liga,val
Marcos Alonso_2025,Marcos Alonso,2025,Celta Vigo,1800000.0,1500000.0,33.0,14,2,1,1658.02,31,2647,La Liga,test
Marcos Andre_2021,Marcos Andre,2021,Valladolid,900000.0,3500000.0,23.0,100,16,1,1656.2,23,1177,La Liga,train
Marcos Andre_2022,Marcos Andre,2022,Valencia,8500000.0,5000000.0,24.0,0,0,0,1707.08,29,973,La Liga,train
Marcos Andre_2023,Marcos Andre,2023,Valencia,4000000.0,2500000.0,26.0,0,0,0,1703.1,17,447,La Liga,train
Marcos Andre_2025,Marcos Andre,2025,Valladolid,1500000.0,1000000.0,27.0,0,0,0,1593.78,22,1188,La Liga,test
Marcos Antonio_2023,Marcos Antonio,2023,Lazio,8000000.0,8000000.0,22.0,12,2,2,1725.43,16,594,Serie A,train
Marcos Llorente_2021,Marcos Llorente,2021,Atlético Madrid,40000000.0,80000000.0,25.0,0,0,0,1890.39,37,2956,La Liga,train
Marcos Llorente_2022,Marcos Llorente,2022,Atlético Madrid,60000000.0,45000000.0,26.0,190,35,5,1895.43,29,2447,La Liga,train
Marcos Llorente_2023,Marcos Llorente,2023,Atlético Madrid,40000000.0,35000000.0,27.0,119,13,1,1868.53,22,1703,La Liga,train
Marcos Llorente_2024,Marcos Llorente,2024,Atlético Madrid,30000000.0,30000000.0,28.0,0,0,0,1846.32,37,2565,La Liga,val
Marcos Llorente_2025,Marcos Llorente,2025,Atlético Madrid,28000000.0,25000000.0,29.0,32,6,1,1828.52,33,2513,La Liga,test
Marcos Mauro_2021,Marcos Mauro,2021,Cádiz,1000000.0,1500000.0,29.0,0,0,0,1555.23,24,1825,La Liga,train
Marcos Mauro_2022,Marcos Mauro,2022,Cádiz,1200000.0,1200000.0,30.0,0,0,0,1608.22,3,136,La Liga,train
Marcos Senesi_2023,Marcos Senesi,2023,Bournemouth,17000000.0,22000000.0,25.0,0,0,0,1630.37,29,2349,Premier League,train
Marcos Senesi_2024,Marcos Senesi,2024,Bournemouth,20000000.0,22000000.0,26.0,33,5,1,1660.66,28,2057,Premier League,val
Marcos Senesi_2025,Marcos Senesi,2025,Bournemouth,24000000.0,22000000.0,27.0,133,22,2,1691.12,16,1016,Premier League,test
Marcus Coco_2021,Marcus Coco,2021,Nantes,3000000.0,2800000.0,24.0,0,0,0,1577.6,29,1264,Ligue 1,train
Marcus Coco_2022,Marcus Coco,2022,Nantes,2500000.0,2000000.0,25.0,33,8,1,1558.55,22,760,Ligue 1,train
Marcus Coco_2023,Marcus Coco,2023,Nantes,1500000.0,1200000.0,26.0,0,0,0,1630.72,26,641,Ligue 1,train
Marcus Coco_2024,Marcus Coco,2024,Nantes,1500000.0,1500000.0,27.0,0,0,0,1529.08,28,1481,Ligue 1,val
Marcus Coco_2025,Marcus Coco,2025,Nantes,1500000.0,1200000.0,28.0,0,0,0,1544.77,19,862,Ligue 1,test
Marcus Forss_2022,Marcus Forss,2022,Brentford,4500000.0,4000000.0,22.0,0,0,0,1671.98,7,209,Premier League,train
Marcus Harness_2025,Marcus Harness,2025,Ipswich Town,800000.0,800000.0,28.0,0,0,0,1568.33,2,45,Premier League,test
Marcus Ingvartsen_2021,Marcus Ingvartsen,2021,Union Berlin,3000000.0,3500000.0,24.0,41,6,2,1605.82,27,1800,Bundesliga,train
Marcus Ingvartsen_2022,Marcus Ingvartsen,2022,Union Berlin,3000000.0,2500000.0,25.0,0,0,0,1685.0,50,1550,Bundesliga,train
Marcus Ingvartsen_2023,Marcus Ingvartsen,2023,Mainz 05,3500000.0,5500000.0,26.0,40,4,2,1680.2,26,1235,Bundesliga,train
Marcus Muller_2024,Marcus Muller,2024,Mainz 05,150000.0,200000.0,21.0,0,0,0,1641.03,1,18,Bundesliga,val
Marcus Pedersen_2024,Marcus Pedersen,2024,Sassuolo,6500000.0,5500000.0,23.0,38,6,1,1649.59,28,1613,Serie A,val
Marcus Pedersen_2025,Marcus Pedersen,2025,Torino,4500000.0,3000000.0,24.0,13,2,2,1738.89,29,1362,Serie A,test
Marcus Rashford_2021,Marcus Rashford,2021,Manchester Utd,80000000.0,85000000.0,22.0,13,0,1,1860.73,35,2742,Premier League,train
Marcus Rashford_2022,Marcus Rashford,2022,Manchester Utd,85000000.0,60000000.0,24.0,115,12,3,1912.42,24,1145,Premier League,train
Marcus Rashford_2023,Marcus Rashford,2023,Manchester Utd,55000000.0,80000000.0,25.0,55,9,4,1810.7,33,2770,Premier League,train
Marcus Rashford_2024,Marcus Rashford,2024,Manchester Utd,75000000.0,60000000.0,25.0,3,1,1,1873.67,29,2023,Premier League,val
Marcus Rashford_2025,Marcus Rashford,2025,Manchester Utd,55000000.0,50000000.0,27.0,43,6,2,1779.04,48,2826,Premier League,test
Marcus Tavernier_2023,Marcus Tavernier,2023,Bournemouth,10000000.0,17000000.0,23.0,173,17,3,1630.37,21,1636,Premier League,train
Marcus Tavernier_2024,Marcus Tavernier,2024,Bournemouth,17000000.0,20000000.0,24.0,29,5,1,1653.28,26,1836,Premier League,val
Marcus Tavernier_2025,Marcus Tavernier,2025,Bournemouth,20000000.0,18000000.0,25.0,62,11,2,1691.12,28,1855,Premier League,test
Marcus Thuram_2021,Marcus Thuram,2021,Gladbach,32000000.0,35000000.0,22.0,0,0,0,1765.77,26,1556,Bundesliga,train
Marcus Thuram_2022,Marcus Thuram,2022,Gladbach,28000000.0,20000000.0,24.0,108,17,4,1748.46,19,946,Bundesliga,train
Marcus Thuram_2023,Marcus Thuram,2023,Gladbach,30000000.0,32000000.0,25.0,41,3,5,1711.59,28,2333,Bundesliga,train
Marcus Thuram_2024,Marcus Thuram,2024,Inter,40000000.0,65000000.0,26.0,13,3,1,1882.35,35,2687,Serie A,val
Marcus Thuram_2025,Marcus Thuram,2025,Inter,75000000.0,75000000.0,27.0,51,10,5,1964.78,32,2290,Serie A,test
Marek Suchy_2021,Marek Suchy,2021,Augsburg,1000000.0,500000.0,32.0,7,1,1,1610.94,5,305,Bundesliga,train
Marin Sverko_2025,Marin Sverko,2025,Venezia,1200000.0,1000000.0,26.0,77,11,4,1565.56,16,1117,Serie A,test
Marin Jakolis_2022,Marin Jakolis,2022,Angers,1200000.0,1200000.0,25.0,0,0,0,1560.28,10,229,Ligue 1,train
Marin Jakolis_2023,Marin Jakolis,2023,Angers,900000.0,600000.0,25.0,0,0,0,1544.96,1,28,Ligue 1,train
Marin Ljubicic_2025,Marin Ljubicic,2025,Union Berlin,6000000.0,4000000.0,22.0,0,0,0,1576.89,13,281,Bundesliga,test
Mario Balotelli_2025,Mario Balotelli,2025,Genoa,500000.0,500000.0,34.0,197,14,3,1651.17,6,62,Serie A,test
Mario Dominguez_2024,Mario Dominguez,2024,Valencia,200000.0,200000.0,19.0,0,0,0,1664.7,3,25,La Liga,val
Mario Gaspar_2021,Mario Gaspar,2021,Villarreal,6000000.0,5000000.0,29.0,69,16,1,1773.21,25,1851,La Liga,train
Mario Gaspar_2022,Mario Gaspar,2022,Villarreal,3000000.0,3000000.0,31.0,0,0,0,1823.54,12,623,La Liga,train
Mario Gila_2022,Mario Gila,2022,Real Madrid,500000.0,500000.0,21.0,0,0,0,1961.07,2,25,La Liga,train
Mario Gila_2023,Mario Gila,2023,Lazio,3000000.0,3000000.0,22.0,32,6,2,1725.43,4,90,Serie A,train
Mario Gila_2024,Mario Gila,2024,Lazio,3000000.0,13000000.0,23.0,24,4,1,1773.96,21,1809,Serie A,val
Mario Gila_2025,Mario Gila,2025,Lazio,18000000.0,30000000.0,24.0,44,3,2,1774.1,32,2741,Serie A,test
Mario Hermoso_2021,Mario Hermoso,2021,Atlético Madrid,20000000.0,35000000.0,25.0,23,3,2,1890.39,31,2578,La Liga,train
Mario Hermoso_2022,Mario Hermoso,2022,Atlético Madrid,30000000.0,20000000.0,26.0,20,4,3,1895.43,27,1865,La Liga,train
Mario Hermoso_2023,Mario Hermoso,2023,Atlético Madrid,18000000.0,20000000.0,27.0,0,0,0,1868.45,26,2110,La Liga,train
Mario Hermoso_2024,Mario Hermoso,2024,Atlético Madrid,25000000.0,25000000.0,28.0,27,3,1,1846.32,31,2557,La Liga,val
Mario Hermoso_2025,Mario Hermoso,2025,Roma,18000000.0,7000000.0,29.0,151,18,3,1793.27,24,1088,Serie A,test
Mario Hernandez_2022,Mario Hernandez,2022,Rayo Vallecano,800000.0,800000.0,22.0,0,0,0,1629.86,9,395,La Liga,train
Mario Hernandez_2023,Mario Hernandez,2023,Rayo Vallecano,700000.0,600000.0,23.0,0,0,0,1640.26,3,103,La Liga,train
Mario Lemina_2021,Mario Lemina,2021,Fulham,10000000.0,10000000.0,26.0,57,10,3,1584.41,27,1613,Premier League,train
Mario Lemina_2022,Mario Lemina,2022,Nice,10000000.0,9000000.0,28.0,16,5,2,1570.67,30,1800,Ligue 1,train
Mario Lemina_2023,Mario Lemina,2023,Nice,8000000.0,10000000.0,29.0,0,0,0,1664.39,64,4094,Ligue 1,train
Mario Lemina_2024,Mario Lemina,2024,Wolves,10000000.0,10000000.0,30.0,0,0,0,1719.06,31,2623,Premier League,val
Mario Lemina_2025,Mario Lemina,2025,Wolves,9000000.0,7500000.0,31.0,22,6,3,1677.86,16,1274,Premier League,test
Mario Maroto_2025,Mario Maroto,2025,Valladolid,200000.0,200000.0,21.0,0,0,0,1593.14,2,64,La Liga,test
Mario Martin_2024,Mario Martin,2024,Real Madrid,250000.0,300000.0,19.0,0,0,0,1986.39,2,18,La Liga,val
Mario Martin_2025,Mario Martin,2025,Valladolid,500000.0,1500000.0,20.0,0,0,0,1593.78,30,1748,La Liga,test
Mario Perrone_2022,Mario Perrone,2022,Salernitana,75000.0,75000.0,19.0,0,0,0,1443.97,1,15,Serie A,train
Mario Suarez_2022,Mario Suarez,2022,Rayo Vallecano,300000.0,300000.0,34.0,0,0,0,1599.38,14,712,La Liga,train
Mario Suarez_2023,Mario Suarez,2023,Rayo Vallecano,300000.0,300000.0,35.0,0,0,0,1624.13,3,12,La Liga,train
Marios Ikonomou_2023,Marios Ikonomou,2023,Sampdoria,300000.0,300000.0,29.0,0,0,0,1540.4,6,220,Serie A,train
Marius Bulter_2021,Marius Bulter,2021,Union Berlin,3000000.0,1700000.0,27.0,18,2,1,1605.82,24,884,Bundesliga,train
Marius Bulter_2023,Marius Bulter,2023,Schalke 04,2500000.0,3000000.0,29.0,0,0,0,1578.8,31,2498,Bundesliga,train
Marius Bulter_2024,Marius Bulter,2024,Hoffenheim,3000000.0,2500000.0,30.0,10,2,1,1639.18,29,1339,Bundesliga,val
Marius Bulter_2025,Marius Bulter,2025,Hoffenheim,2500000.0,2500000.0,31.0,76,14,4,1683.04,23,1630,Bundesliga,test
Marius Courcoul_2025,Marius Courcoul,2025,Angers,300000.0,300000.0,18.0,0,0,0,1539.69,7,295,Ligue 1,test
Marius Wolf_2022,Marius Wolf,2022,Dortmund,5000000.0,6500000.0,26.0,48,7,3,1851.93,23,1007,Bundesliga,train
Marius Wolf_2023,Marius Wolf,2023,Dortmund,6500000.0,10000000.0,27.0,83,12,4,1799.7,24,1480,Bundesliga,train
Marius Wolf_2024,Marius Wolf,2024,Dortmund,8000000.0,3000000.0,28.0,4,1,1,1840.54,21,1159,Bundesliga,val
Marius Wolf_2025,Marius Wolf,2025,Augsburg,3000000.0,3000000.0,29.0,9,2,2,1626.44,30,2015,Bundesliga,test
Mark Mckenzie_2025,Mark Mckenzie,2025,Toulouse,6000000.0,6000000.0,25.0,8,1,1,1647.35,28,2316,Ligue 1,test
Mark Noble_2021,Mark Noble,2021,West Ham,4500000.0,2000000.0,33.0,42,5,2,1672.36,19,572,Premier League,train
Mark Noble_2022,Mark Noble,2022,West Ham,1000000.0,1000000.0,34.0,0,0,0,1811.0,11,332,Premier League,train
Mark Omahony_2024,Mark Omahony,2024,Brighton,300000.0,300000.0,18.0,0,0,0,1773.14,3,63,Premier League,val
Mark Uth_2021,Mark Uth,2021,Schalke 04,7500000.0,3000000.0,28.0,0,0,0,1613.71,18,1366,Bundesliga,train
Marko Arnautovic_2022,Marko Arnautovic,2022,Bologna,7500000.0,6000000.0,32.0,40,9,4,1593.51,33,2694,Serie A,train
Marko Arnautovic_2023,Marko Arnautovic,2023,Bologna,9000000.0,5000000.0,33.0,116,17,5,1599.72,21,1530,Serie A,train
Marko Arnautovic_2024,Marko Arnautovic,2024,Inter,5000000.0,4000000.0,34.0,71,17,2,1882.35,27,801,Serie A,val
Marko Arnautovic_2025,Marko Arnautovic,2025,Inter,3500000.0,3000000.0,35.0,25,2,2,1964.78,18,549,Serie A,test
Marko Lazetic_2023,Marko Lazetic,2023,Milan,3000000.0,2000000.0,18.0,29,5,3,1835.62,1,9,Serie A,train
Marko Milovanovic_2023,Marko Milovanovic,2023,Almería,1200000.0,1000000.0,19.0,57,9,1,1641.81,2,15,La Liga,train
Marko Milovanovic_2024,Marko Milovanovic,2024,Almería,1000000.0,900000.0,20.0,48,7,1,1619.36,11,308,La Liga,val
Marko Mladenovic_2024,Marko Mladenovic,2024,Eint Frankfurt,500000.0,500000.0,19.0,0,0,0,1701.48,1,6,Bundesliga,val
Marko Pjaca_2021,Marko Pjaca,2021,Genoa,5000000.0,4000000.0,25.0,44,8,3,1550.65,35,1418,Serie A,train
Marko Pjaca_2022,Marko Pjaca,2022,Torino,4000000.0,3500000.0,26.0,51,10,2,1586.18,24,1149,Serie A,train
Marko Pjaca_2023,Marko Pjaca,2023,Empoli,3000000.0,1700000.0,27.0,5,1,1,1546.45,17,525,Serie A,train
Marko Rog_2021,Marko Rog,2021,Cagliari,13000000.0,10000000.0,25.0,167,26,1,1582.29,14,1165,Serie A,train
Marko Rog_2022,Marko Rog,2022,Cagliari,7000000.0,6000000.0,26.0,245,33,1,1538.14,8,311,Serie A,train
Marley Ake_2021,Marley Ake,2021,Marseille,2500000.0,2500000.0,19.0,0,0,0,1687.23,8,101,Ligue 1,train
Marley Ake_2022,Marley Ake,2022,Juventus,2200000.0,2500000.0,20.0,67,7,2,1829.37,4,77,Serie A,train
Marley Ake_2024,Marley Ake,2024,Udinese,1600000.0,1600000.0,22.0,0,0,0,1629.93,1,10,Serie A,val
Marlon_2021,Marlon,2021,Sassuolo,6500000.0,6500000.0,24.0,4,1,1,1655.62,24,1742,Serie A,train
Marlon_2023,Marlon,2023,Monza,7500000.0,6000000.0,27.0,45,4,3,1522.77,28,1592,Serie A,train
Marlon Mustapha_2023,Marlon Mustapha,2023,Mainz 05,1000000.0,1000000.0,21.0,157,16,3,1680.2,6,69,Bundesliga,train
Marlos Moreno_2023,Marlos Moreno,2023,Troyes,800000.0,950000.0,26.0,0,0,0,1542.19,2,13,Ligue 1,train
Marnon Busch_2024,Marnon Busch,2024,Heidenheim,1500000.0,1200000.0,29.0,150,8,2,1568.46,15,505,Bundesliga,val
Marnon Busch_2025,Marnon Busch,2025,Heidenheim,1200000.0,1200000.0,30.0,19,3,1,1670.02,21,1305,Bundesliga,test
Maroan Sannadi_2025,Maroan Sannadi,2025,Athletic Club,300000.0,10000000.0,23.0,0,0,0,1788.0,16,754,La Liga,test
Marshall Munetsi_2021,Marshall Munetsi,2021,Reims,1200000.0,2500000.0,24.0,0,0,0,1613.83,23,1623,Ligue 1,train
Marshall Munetsi_2022,Marshall Munetsi,2022,Reims,3000000.0,5000000.0,25.0,47,8,1,1566.67,23,1795,Ligue 1,train
Marshall Munetsi_2023,Marshall Munetsi,2023,Reims,5000000.0,9000000.0,26.0,19,2,1,1601.07,34,2700,Ligue 1,train
